0, 1, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0002.png', 5.05611928206487
588, 589, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0589.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0590.png', 4.9196115269308365
589, 590, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0590.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0591.png', 4.829751123768963
590, 591, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0591.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0592.png', 4.4002087470089215
591, 592, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0592.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0593.png', 4.6507850318603285
592, 593, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0593.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0594.png', 4.728302246363903
593, 594, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0594.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0595.png', 4.75242427923889
594, 595, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0595.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0596.png', 4.8604118200647495
595, 596, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0596.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0597.png', 4.777282104186333
596, 597, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0597.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0598.png', 4.8007125410213956
597, 598, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0598.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0599.png', 4.675615933291722
598, 599, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0599.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0600.png', 5.143338427946708
599, 600, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0600.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0601.png', 4.979829322961076
600, 601, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0601.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0602.png', 4.419732065812716
601, 602, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0602.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0603.png', 4.987940751871584
602, 603, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0603.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0604.png', 5.484087385795398
603, 604, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0604.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0605.png', 5.424994541903684
604, 605, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0605.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0606.png', 4.809315546660191
605, 606, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0606.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0607.png', 4.75730747186669
606, 607, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0607.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0608.png', 5.27064388994952
607, 608, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0608.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0609.png', 5.601731952438751
608, 609, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0609.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0610.png', 5.507555554587198
609, 610, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0610.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0611.png', 5.111530677003426
610, 611, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0611.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0612.png', 4.865272372288681
611, 612, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0612.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0613.png', 5.0833777671686935
612, 613, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0613.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0614.png', 5.179167785259937
613, 614, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0614.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0615.png', 5.0397457399168015
614, 615, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0615.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0616.png', 5.3027354810399006
615, 616, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0616.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0617.png', 5.417596125011513
616, 617, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0617.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0618.png', 5.077500339636061
617, 618, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0618.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0619.png', 4.713457730151554
618, 619, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0619.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0620.png', 4.64660196983463
619, 620, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0620.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0621.png', 4.843929549813364
620, 621, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0621.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0622.png', 4.4914663924964495
621, 622, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0622.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0623.png', 4.623325904704379
622, 623, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0623.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0624.png', 5.010357323327025
623, 624, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0624.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0625.png', 5.296001182656964
624, 625, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0625.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0626.png', 5.086287342638799
625, 626, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0626.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0627.png', 4.5615208268337835
626, 627, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0627.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0628.png', 4.7878992783955585
627, 628, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0628.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0629.png', 4.86268051493325
628, 629, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0629.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0630.png', 4.341035411703457
629, 630, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0630.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0631.png', 4.473032374726961
630, 631, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0631.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0632.png', 4.331265569629567
631, 632, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0632.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0633.png', 4.340542526530316
632, 633, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0633.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0634.png', 4.331045674065607
633, 634, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0634.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0635.png', 4.5324377306078185
634, 635, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0635.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0636.png', 4.6925369381766115
635, 636, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0636.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0637.png', 4.584056486541504
636, 637, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0637.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0638.png', 4.8807102901113995
637, 638, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0638.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0639.png', 5.081811215325484
638, 639, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0639.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0640.png', 4.742528187907643
639, 640, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0640.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0641.png', 5.237665083834451
640, 641, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0641.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0642.png', 4.853038872422349
641, 642, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0642.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0643.png', 5.210574977360677
642, 643, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0643.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0644.png', 4.620845270469888
643, 644, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0644.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0645.png', 4.837952629294396
